column_a,trans_id,account_id,type,operation,amount,balance,k_symbol,bank,account,year,month,day,fulldate,fulltime,fulldatewithtime,date
659545,T00252990,A00000866,Debit,Remittance to Another Bank,3844.0,29344.8, ,U.S. Bancorp,70676672.0,2017,10,5,2017-10-05,15:58:57,2017-10-05T15:58:57,2017-10-05
659806,T00172933,A00000580,Credit,Credit in Cash,7930.0,29836.7,,,,2017,10,6,2017-10-06,08:25:32,2017-10-06T08:25:32,2017-10-06
660003,T00435290,A00001479,Credit,Collection from Another Bank,3244.0,21428.2,,Wells Fargo & Co.,79756843.0,2017,10,6,2017-10-06,13:16:43,2017-10-06T13:16:43,2017-10-06
660421,T01424308,A00004852,Debit,Remittance to Another Bank,4794.0,21288.3,Household,TD Bank,23212576.0,2017,10,6,2017-10-06,14:38:00,2017-10-06T14:38:00,2017-10-06
660981,T00977650,A00003332,Credit,Credit in Cash,7794.0,41229.9,,,,2017,10,7,2017-10-07,14:10:10,2017-10-07T14:10:10,2017-10-07
662642,T00252918,A00000866,Debit,Remittance to Another Bank,504.0,28375.8,Insurance Payment,Bank of America,94022661.0,2017,10,8,2017-10-08,09:42:47,2017-10-08T09:42:47,2017-10-08
662643,T00252774,A00000866,Debit,Remittance to Another Bank,465.0,28879.8,Household,State Street Corp.,81990486.0,2017,10,8,2017-10-08,15:49:50,2017-10-08T15:49:50,2017-10-08
664096,T00435338,A00001479,Debit,Remittance to Another Bank,2162.0,19266.2,Household,TD Bank,35573202.0,2017,10,10,2017-10-10,08:08:60,2017-10-10T08:08:60,2017-10-10
664427,T00005286,A00000022,Debit,Remittance to Another Bank,6352.0,38529.4,Household,Capital One,34691494.0,2017,10,10,2017-10-10,13:37:00,2017-10-10T13:37:00,2017-10-10
664637,T00252846,A00000866,Debit,Remittance to Another Bank,38.0,28337.8, ,Citigroup,26753026.0,2017,10,10,2017-10-10,11:20:20,2017-10-10T11:20:20,2017-10-10
664747,T00731191,A00002499,Debit,Remittance to Another Bank,112.0,24137.1,Household,Citigroup,26827723.0,2017,10,11,2017-10-11,12:60:48,2017-10-11T12:60:48,2017-10-11
665655,T00252702,A00000866,Credit,Credit in Cash,12644.0,40981.8,,,,2017,10,11,2017-10-11,14:60:52,2017-10-11T14:60:52,2017-10-11
665768,T00731155,A00002499,Credit,Credit in Cash,5855.0,29992.1,,,,2017,10,12,2017-10-12,10:47:28,2017-10-12T10:47:28,2017-10-12
666002,T00173089,A00000580,Debit,Cash Withdrawal,3400.0,26436.7,,,,2017,10,12,2017-10-12,08:09:32,2017-10-12T08:09:32,2017-10-12
666728,T00005226,A00000022,Credit,Credit in Cash,16873.0,55402.4,,,,2017,10,12,2017-10-12,11:09:36,2017-10-12T11:09:36,2017-10-12
666851,T01424260,A00004852,Credit,Credit in Cash,7191.0,28479.3,,,,2017,10,12,2017-10-12,16:30:13,2017-10-12T16:30:13,2017-10-12
666852,T01424356,A00004852,Debit,Remittance to Another Bank,5925.0,22554.3,Loan Payment,State Street Corp.,98242383.0,2017,10,12,2017-10-12,15:50:24,2017-10-12T15:50:24,2017-10-12
667198,T00731227,A00002499,Debit,Remittance to Another Bank,1933.0,28059.1, ,Capital One,97045737.0,2017,10,13,2017-10-13,08:49:36,2017-10-13T08:49:36,2017-10-13
667359,T00172969,A00000580,Debit,Remittance to Another Bank,3571.0,22865.7,Household,Morgan Stanley,18037027.0,2017,10,13,2017-10-13,13:14:52,2017-10-13T13:14:52,2017-10-13
668923,T02616263,A00008645,Credit,Credit in Cash,16929.0,55978.1,,,,2017,10,14,2017-10-14,12:14:56,2017-10-14T12:14:56,2017-10-14
669873,T00253219,A00000866,Debit,Cash Withdrawal,3200.0,37781.8,,,,2017,10,16,2017-10-16,11:60:33,2017-10-16T11:60:33,2017-10-16
669898,T00731315,A00002499,Debit,Cash Withdrawal,4600.0,23459.1,,,,2017,10,17,2017-10-17,11:06:52,2017-10-17T11:06:52,2017-10-17
670653,T00005337,A00000022,Debit,Cash Withdrawal,4500.0,50902.4,,,,2017,10,19,2017-10-19,09:29:43,2017-10-19T09:29:43,2017-10-19
670733,T00474197,A00001615,Credit,Credit in Cash,900.0,900.0,,,,2017,10,20,2017-10-20,12:35:23,2017-10-20T12:35:23,2017-10-20
670782,T00435481,A00001479,Debit,Cash Withdrawal,700.0,18566.2,,,,2017,10,20,2017-10-20,08:24:58,2017-10-20T08:24:58,2017-10-20
670985,T00977722,A00003332,Debit,Cash Withdrawal,7900.0,33329.9,,,,2017,10,21,2017-10-21,12:43:16,2017-10-21T12:43:16,2017-10-21
671070,T02616384,A00008645,Debit,Cash Withdrawal,13400.0,42578.1,,,,2017,10,21,2017-10-21,16:41:58,2017-10-21T16:41:58,2017-10-21
671145,T00253086,A00000866,Debit,Cash Withdrawal,4700.0,33081.8,,,,2017,10,21,2017-10-21,16:21:31,2017-10-21T16:21:31,2017-10-21
671250,T00358195,A00001216,Debit,Cash Withdrawal,2600.0,22867.8,,,,2017,10,22,2017-10-22,14:02:52,2017-10-22T14:02:52,2017-10-22
672799,T01424498,A00004852,Credit,Credit in Cash,5100.0,27654.3,,,,2017,10,29,2017-10-29,14:44:45,2017-10-29T14:44:45,2017-10-29
672859,T00731375,A00002499,Credit,Credit in Cash,3500.0,26959.1,,,,2017,10,30,2017-10-30,14:53:51,2017-10-30T14:53:51,2017-10-30
673105,T00731341,A00002499,Debit,Cash Withdrawal,14.6,27049.9,Payment on Statement,,,2017,10,31,2017-10-31,13:20:24,2017-10-31T13:20:24,2017-10-31
673655,T03579099,A00001479,Credit,,77.1,18643.3,Interest Credited,,,2017,10,31,2017-10-31,16:32:04,2017-10-31T16:32:04,2017-10-31
674080,T03558855,A00000866,Credit,,140.5,33222.3,Interest Credited,,,2017,10,31,2017-10-31,14:39:60,2017-10-31T14:39:60,2017-10-31
674623,T00173059,A00000580,Debit,Cash Withdrawal,14.6,22952.8,Payment on Statement,,,2017,10,31,2017-10-31,14:04:53,2017-10-31T14:04:53,2017-10-31
675581,T00977702,A00003332,Debit,Cash Withdrawal,14.6,33454.4,Payment on Statement,,,2017,10,31,2017-10-31,13:40:00,2017-10-31T13:40:00,2017-10-31
675997,T00358162,A00001216,Debit,Cash Withdrawal,14.6,22960.4,Payment on Statement,,,2017,10,31,2017-10-31,16:50:36,2017-10-31T16:50:36,2017-10-31
676035,T00435439,A00001479,Debit,Cash Withdrawal,14.6,18628.7,Payment on Statement,,,2017,10,31,2017-10-31,08:59:04,2017-10-31T08:59:04,2017-10-31
677163,T03502661,A00008645,Credit,,57.1,42802.2,Interest Credited,,,2017,10,31,2017-10-31,16:41:30,2017-10-31T16:41:30,2017-10-31
677265,T03549785,A00000580,Credit,,101.7,22967.4,Interest Credited,,,2017,10,31,2017-10-31,10:39:02,2017-10-31T10:39:02,2017-10-31
677526,T03465515,A00003332,Credit,,139.2,33469.0,Interest Credited,,,2017,10,31,2017-10-31,12:04:20,2017-10-31T12:04:20,2017-10-31
679169,T00005388,A00000022,Debit,Cash Withdrawal,14.6,51103.2,Payment on Statement,,,2017,10,31,2017-10-31,08:54:57,2017-10-31T08:54:57,2017-10-31
679555,T01424454,A00004852,Debit,Cash Withdrawal,14.6,27752.0,Payment on Statement,,,2017,10,31,2017-10-31,13:27:13,2017-10-31T13:27:13,2017-10-31
679851,T03612869,A00002499,Credit,,105.3,27064.5,Interest Credited,,,2017,10,31,2017-10-31,15:06:20,2017-10-31T15:06:20,2017-10-31
680059,T03667390,A00004852,Credit,,112.3,27766.6,Interest Credited,,,2017,10,31,2017-10-31,14:39:42,2017-10-31T14:39:42,2017-10-31
680473,T03570679,A00001216,Credit,,107.2,22975.0,Interest Credited,,,2017,10,31,2017-10-31,15:04:05,2017-10-31T15:04:05,2017-10-31
680998,T03476385,A00008645,Credit,,167.1,42745.2,Interest Credited,,,2017,10,31,2017-10-31,13:31:52,2017-10-31T13:31:52,2017-10-31
681029,T00253148,A00000866,Debit,Cash Withdrawal,14.6,33207.7,Payment on Statement,,,2017,10,31,2017-10-31,15:46:06,2017-10-31T15:46:06,2017-10-31
681221,T03531010,A00000022,Credit,,215.4,51117.8,Interest Credited,,,2017,10,31,2017-10-31,14:03:02,2017-10-31T14:03:02,2017-10-31
682002,T00005445,A00000022,Debit,Cash Withdrawal,7800.0,43303.2,,,,2017,11,2,2017-11-02,11:20:43,2017-11-02T11:20:43,2017-11-02
682528,T00731264,A00002499,Debit,Remittance to Another Bank,1858.0,25191.9,Insurance Payment,Citigroup,12857330.0,2017,11,5,2017-11-05,13:29:01,2017-11-05T13:29:01,2017-11-05
682688,T00173006,A00000580,Debit,Remittance to Another Bank,1715.0,21237.8, ,JPMorgan Chase,27916240.0,2017,11,5,2017-11-05,12:53:53,2017-11-05T12:53:53,2017-11-05
682881,T00358106,A00001216,Debit,Remittance to Another Bank,2349.0,24135.4,Household,PNC Financial Services,9067219.0,2017,11,5,2017-11-05,11:29:56,2017-11-05T11:29:56,2017-11-05
682883,T00358070,A00001216,Credit,Collection from Another Bank,3524.0,26484.4,,PNC Financial Services,67353.0,2017,11,5,2017-11-05,15:39:58,2017-11-05T15:39:58,2017-11-05
683498,T00252991,A00000866,Debit,Remittance to Another Bank,3844.0,29363.7, ,U.S. Bancorp,70676672.0,2017,11,5,2017-11-05,10:31:07,2017-11-05T10:31:07,2017-11-05
683760,T00172934,A00000580,Credit,Credit in Cash,7930.0,29167.8,,,,2017,11,6,2017-11-06,08:53:28,2017-11-06T08:53:28,2017-11-06
683973,T00435291,A00001479,Credit,Collection from Another Bank,3244.0,21872.7,,Wells Fargo & Co.,79756843.0,2017,11,6,2017-11-06,14:32:28,2017-11-06T14:32:28,2017-11-06
684414,T01424309,A00004852,Debit,Remittance to Another Bank,4794.0,22958.0,Household,TD Bank,23212576.0,2017,11,6,2017-11-06,14:45:04,2017-11-06T14:45:04,2017-11-06
684946,T00977651,A00003332,Credit,Credit in Cash,7794.0,41248.4,,,,2017,11,7,2017-11-07,15:22:40,2017-11-07T15:22:40,2017-11-07
686641,T00252775,A00000866,Debit,Remittance to Another Bank,465.0,28898.7,Household,State Street Corp.,81990486.0,2017,11,8,2017-11-08,13:09:45,2017-11-08T13:09:45,2017-11-08
686644,T00252919,A00000866,Debit,Remittance to Another Bank,504.0,28394.7,Insurance Payment,Bank of America,94022661.0,2017,11,8,2017-11-08,11:18:06,2017-11-08T11:18:06,2017-11-08
688124,T00435339,A00001479,Debit,Remittance to Another Bank,2162.0,19710.7,Household,TD Bank,35573202.0,2017,11,10,2017-11-10,16:31:51,2017-11-10T16:31:51,2017-11-10
688480,T00005287,A00000022,Debit,Remittance to Another Bank,6352.0,36951.2,Household,Capital One,34691494.0,2017,11,10,2017-11-10,16:17:16,2017-11-10T16:17:16,2017-11-10
688706,T00252847,A00000866,Debit,Remittance to Another Bank,38.0,28356.7, ,Citigroup,26753026.0,2017,11,10,2017-11-10,11:36:01,2017-11-10T11:36:01,2017-11-10
688823,T00731192,A00002499,Debit,Remittance to Another Bank,112.0,25079.9,Household,Citigroup,26827723.0,2017,11,11,2017-11-11,12:38:51,2017-11-11T12:38:51,2017-11-11
688989,T00173090,A00000580,Debit,Cash Withdrawal,1300.0,27867.8,,,,2017,11,11,2017-11-11,13:06:22,2017-11-11T13:06:22,2017-11-11
689747,T00252703,A00000866,Credit,Credit in Cash,12644.0,41000.7,,,,2017,11,11,2017-11-11,15:08:12,2017-11-11T15:08:12,2017-11-11
689856,T00731156,A00002499,Credit,Credit in Cash,5855.0,30934.9,,,,2017,11,12,2017-11-12,09:04:32,2017-11-12T09:04:32,2017-11-12
690219,T00977683,A00003332,Debit,Cash Withdrawal,3500.0,37748.4,,,,2017,11,12,2017-11-12,10:46:09,2017-11-12T10:46:09,2017-11-12
690840,T00005227,A00000022,Credit,Credit in Cash,16873.0,53824.2,,,,2017,11,12,2017-11-12,15:60:00,2017-11-12T15:60:00,2017-11-12
690971,T01424357,A00004852,Debit,Remittance to Another Bank,5925.0,24224.0,Loan Payment,State Street Corp.,98242383.0,2017,11,12,2017-11-12,15:04:56,2017-11-12T15:04:56,2017-11-12
690972,T01424261,A00004852,Credit,Credit in Cash,7191.0,30149.0,,,,2017,11,12,2017-11-12,12:45:58,2017-11-12T12:45:58,2017-11-12
691307,T00731228,A00002499,Debit,Remittance to Another Bank,1933.0,29001.9, ,Capital One,97045737.0,2017,11,13,2017-11-13,14:17:42,2017-11-13T14:17:42,2017-11-13
691470,T00172970,A00000580,Debit,Remittance to Another Bank,3571.0,24296.8,Household,Morgan Stanley,18037027.0,2017,11,13,2017-11-13,11:42:39,2017-11-13T11:42:39,2017-11-13
692522,T00474208,A00001615,Credit,Collection from Another Bank,6626.0,7526.0,Old Age Pension,Capital One,96091472.0,2017,11,14,2017-11-14,11:48:18,2017-11-14T11:48:18,2017-11-14
693032,T02616264,A00008645,Credit,Credit in Cash,16929.0,59731.2,,,,2017,11,14,2017-11-14,11:55:55,2017-11-14T11:55:55,2017-11-14
693741,T00253220,A00000866,Debit,Cash Withdrawal,2500.0,38500.7,,,,2017,11,15,2017-11-15,11:36:16,2017-11-15T11:36:16,2017-11-15
693967,T01424416,A00004852,Debit,Cash Withdrawal,1920.0,22304.0,,,,2017,11,16,2017-11-16,13:09:11,2017-11-16T13:09:11,2017-11-16
694566,T00253083,A00000866,Debit,Cash Withdrawal,4300.0,34200.7,,,,2017,11,18,2017-11-18,11:15:26,2017-11-18T11:15:26,2017-11-18
694662,T00435482,A00001479,Debit,Cash Withdrawal,2600.0,17110.7,,,,2017,11,19,2017-11-19,15:20:28,2017-11-19T15:20:28,2017-11-19
694865,T00977723,A00003332,Debit,Cash Withdrawal,4900.0,32848.4,,,,2017,11,20,2017-11-20,08:09:32,2017-11-20T08:09:32,2017-11-20
694956,T02616385,A00008645,Debit,Cash Withdrawal,18600.0,41131.2,,,,2017,11,20,2017-11-20,08:47:49,2017-11-20T08:47:49,2017-11-20
695046,T00253082,A00000866,Debit,Cash Withdrawal,3100.0,26800.7,,,,2017,11,20,2017-11-20,15:48:32,2017-11-20T15:48:32,2017-11-20
695047,T00253085,A00000866,Debit,Cash Withdrawal,4300.0,29900.7,,,,2017,11,20,2017-11-20,08:30:49,2017-11-20T08:30:49,2017-11-20
695160,T00358196,A00001216,Credit,Credit in Cash,500.0,24635.4,,,,2017,11,21,2017-11-21,10:26:00,2017-11-21T10:26:00,2017-11-21
695855,T00358135,A00001216,Debit,Cash Withdrawal,210.0,24425.4,,,,2017,11,24,2017-11-24,12:14:17,2017-11-24T12:14:17,2017-11-24
696808,T01424499,A00004852,Credit,Credit in Cash,7700.0,30004.0,,,,2017,11,28,2017-11-28,14:28:58,2017-11-28T14:28:58,2017-11-28
696860,T00731376,A00002499,Debit,Cash Withdrawal,700.0,28301.9,,,,2017,11,29,2017-11-29,12:25:46,2017-11-29T12:25:46,2017-11-29
697122,T00731342,A00002499,Debit,Cash Withdrawal,14.6,28404.5,Payment on Statement,,,2017,11,30,2017-11-30,15:35:53,2017-11-30T15:35:53,2017-11-30
697716,T03579100,A00001479,Credit,,75.7,17186.3,Interest Credited,,,2017,11,30,2017-11-30,12:24:25,2017-11-30T12:24:25,2017-11-30
698088,T03558856,A00000866,Credit,,129.1,26929.8,Interest Credited,,,2017,11,30,2017-11-30,11:16:50,2017-11-30T11:16:50,2017-11-30
698646,T00173029,A00000580,Debit,Cash Withdrawal,2640.0,21760.8,,,,2017,11,30,2017-11-30,13:27:28,2017-11-30T13:27:28,2017-11-30
698661,T00173060,A00000580,Debit,Cash Withdrawal,14.6,21746.2,Payment on Statement,,,2017,11,30,2017-11-30,15:08:20,2017-11-30T15:08:20,2017-11-30
699631,T00977703,A00003332,Debit,Cash Withdrawal,14.6,32977.0,Payment on Statement,,,2017,11,30,2017-11-30,08:42:39,2017-11-30T08:42:39,2017-11-30
700069,T00358163,A00001216,Debit,Cash Withdrawal,14.6,24516.2,Payment on Statement,,,2017,11,30,2017-11-30,08:03:29,2017-11-30T08:03:29,2017-11-30
700105,T00435440,A00001479,Debit,Cash Withdrawal,14.6,17171.7,Payment on Statement,,,2017,11,30,2017-11-30,10:19:56,2017-11-30T10:19:56,2017-11-30
701259,T03502662,A00008645,Credit,,62.6,41368.5,Interest Credited,,,2017,11,30,2017-11-30,15:30:41,2017-11-30T15:30:41,2017-11-30
701355,T03549786,A00000580,Credit,,104.1,24400.8,Interest Credited,,,2017,11,30,2017-11-30,14:25:09,2017-11-30T14:25:09,2017-11-30
701590,T03465516,A00003332,Credit,,143.2,32991.6,Interest Credited,,,2017,11,30,2017-11-30,08:01:01,2017-11-30T08:01:01,2017-11-30
702075,T02616368,A00008645,Debit,Cash Withdrawal,14.6,41353.9,Payment on Statement,,,2017,11,30,2017-11-30,14:00:17,2017-11-30T14:00:17,2017-11-30
703274,T00005389,A00000022,Debit,Cash Withdrawal,14.6,54023.5,Payment on Statement,,,2017,11,30,2017-11-30,10:50:07,2017-11-30T10:50:07,2017-11-30
703678,T01424455,A00004852,Debit,Cash Withdrawal,14.6,30092.3,Payment on Statement,,,2017,11,30,2017-11-30,15:43:26,2017-11-30T15:43:26,2017-11-30
703987,T03612870,A00002499,Credit,,117.3,28419.1,Interest Credited,,,2017,11,30,2017-11-30,08:56:09,2017-11-30T08:56:09,2017-11-30
704218,T03667391,A00004852,Credit,,102.9,30106.9,Interest Credited,,,2017,11,30,2017-11-30,16:35:33,2017-11-30T16:35:33,2017-11-30
704540,T03570680,A00001216,Credit,,105.4,24530.8,Interest Credited,,,2017,11,30,2017-11-30,15:45:02,2017-11-30T15:45:02,2017-11-30
705099,T03476386,A00008645,Credit,,174.7,41305.9,Interest Credited,,,2017,11,30,2017-11-30,12:44:38,2017-11-30T12:44:38,2017-11-30
705179,T00253149,A00000866,Debit,Cash Withdrawal,14.6,26915.2,Payment on Statement,,,2017,11,30,2017-11-30,13:33:45,2017-11-30T13:33:45,2017-11-30
705368,T03531011,A00000022,Credit,,213.9,54038.1,Interest Credited,,,2017,11,30,2017-11-30,09:33:04,2017-11-30T09:33:04,2017-11-30
706355,T00005446,A00000022,Debit,Cash Withdrawal,12700.0,41323.5,,,,2017,12,2,2017-12-02,09:11:27,2017-12-02T09:11:27,2017-12-02
706660,T02616330,A00008645,Debit,Cash Withdrawal,4480.0,36873.9,,,,2017,12,3,2017-12-03,14:34:08,2017-12-03T14:34:08,2017-12-03
707138,T00731265,A00002499,Debit,Remittance to Another Bank,1858.0,26546.5,Insurance Payment,Citigroup,12857330.0,2017,12,5,2017-12-05,10:47:02,2017-12-05T10:47:02,2017-12-05
707317,T00173007,A00000580,Debit,Remittance to Another Bank,1715.0,20031.2, ,JPMorgan Chase,27916240.0,2017,12,5,2017-12-05,08:05:07,2017-12-05T08:05:07,2017-12-05
707431,T00977681,A00003332,Debit,Cash Withdrawal,2700.0,30277.0,,,,2017,12,5,2017-12-05,09:33:21,2017-12-05T09:33:21,2017-12-05
707545,T00358107,A00001216,Debit,Remittance to Another Bank,2349.0,25691.2,Household,PNC Financial Services,9067219.0,2017,12,5,2017-12-05,09:45:54,2017-12-05T09:45:54,2017-12-05
707546,T00358071,A00001216,Credit,Collection from Another Bank,3524.0,28040.2,,PNC Financial Services,67353.0,2017,12,5,2017-12-05,08:13:00,2017-12-05T08:13:00,2017-12-05
707790,T02616289,A00008645,Debit,Remittance to Another Bank,8919.0,27954.9,Household,Morgan Stanley,37808364.0,2017,12,5,2017-12-05,15:44:44,2017-12-05T15:44:44,2017-12-05
708230,T00252992,A00000866,Debit,Remittance to Another Bank,3844.0,23071.2, ,U.S. Bancorp,70676672.0,2017,12,5,2017-12-05,14:37:60,2017-12-05T14:37:60,2017-12-05
708334,T00731285,A00002499,Debit,Cash Withdrawal,2300.0,24246.5,,,,2017,12,6,2017-12-06,10:58:48,2017-12-06T10:58:48,2017-12-06
708524,T00172935,A00000580,Credit,Credit in Cash,11895.0,31926.2,,,,2017,12,6,2017-12-06,10:54:58,2017-12-06T10:54:58,2017-12-06
708766,T00435292,A00001479,Credit,Collection from Another Bank,3244.0,20415.7,,Wells Fargo & Co.,79756843.0,2017,12,6,2017-12-06,09:30:37,2017-12-06T09:30:37,2017-12-06
709255,T01424310,A00004852,Debit,Remittance to Another Bank,4794.0,25298.3,Household,TD Bank,23212576.0,2017,12,6,2017-12-06,11:26:20,2017-12-06T11:26:20,2017-12-06
709881,T00977652,A00003332,Credit,Credit in Cash,11691.0,41968.0,,,,2017,12,7,2017-12-07,08:05:43,2017-12-07T08:05:43,2017-12-07
711808,T00252920,A00000866,Debit,Remittance to Another Bank,504.0,22102.2,Insurance Payment,Bank of America,94022661.0,2017,12,8,2017-12-08,12:26:22,2017-12-08T12:26:22,2017-12-08
711811,T00252776,A00000866,Debit,Remittance to Another Bank,465.0,22606.2,Household,State Street Corp.,81990486.0,2017,12,8,2017-12-08,12:44:43,2017-12-08T12:44:43,2017-12-08
712114,T00173024,A00000580,Debit,Cash Withdrawal,2560.0,29366.2,,,,2017,12,9,2017-12-09,14:02:23,2017-12-09T14:02:23,2017-12-09
713522,T00435340,A00001479,Debit,Remittance to Another Bank,2162.0,18253.7,Household,TD Bank,35573202.0,2017,12,10,2017-12-10,11:50:24,2017-12-10T11:50:24,2017-12-10
713916,T00005288,A00000022,Debit,Remittance to Another Bank,6352.0,34971.5,Household,Capital One,34691494.0,2017,12,10,2017-12-10,09:32:26,2017-12-10T09:32:26,2017-12-10
714177,T00252848,A00000866,Debit,Remittance to Another Bank,38.0,22064.2, ,Citigroup,26753026.0,2017,12,10,2017-12-10,16:14:39,2017-12-10T16:14:39,2017-12-10
714310,T00731193,A00002499,Debit,Remittance to Another Bank,112.0,24134.5,Household,Citigroup,26827723.0,2017,12,11,2017-12-11,08:46:15,2017-12-11T08:46:15,2017-12-11
714507,T00173091,A00000580,Credit,Credit in Cash,900.0,30266.2,,,,2017,12,11,2017-12-11,09:29:18,2017-12-11T09:29:18,2017-12-11
715394,T00252704,A00000866,Credit,Credit in Cash,18966.0,41030.2,,,,2017,12,11,2017-12-11,12:09:41,2017-12-11T12:09:41,2017-12-11
715514,T00731157,A00002499,Credit,Credit in Cash,8782.0,32916.5,,,,2017,12,12,2017-12-12,15:07:14,2017-12-12T15:07:14,2017-12-12
716591,T00005228,A00000022,Credit,Credit in Cash,25310.0,60281.5,,,,2017,12,12,2017-12-12,08:26:08,2017-12-12T08:26:08,2017-12-12
716726,T01424262,A00004852,Credit,Credit in Cash,10786.0,36084.3,,,,2017,12,12,2017-12-12,12:07:54,2017-12-12T12:07:54,2017-12-12
716740,T01424358,A00004852,Debit,Remittance to Another Bank,5925.0,30159.3,Loan Payment,State Street Corp.,98242383.0,2017,12,12,2017-12-12,15:24:24,2017-12-12T15:24:24,2017-12-12
716947,T00253021,A00000866,Debit,Cash Withdrawal,1200.0,39830.2,,,,2017,12,12,2017-12-12,13:05:10,2017-12-12T13:05:10,2017-12-12
717105,T00731229,A00002499,Debit,Remittance to Another Bank,1933.0,30983.5, ,Capital One,97045737.0,2017,12,13,2017-12-13,12:36:06,2017-12-13T12:36:06,2017-12-13
717285,T00172971,A00000580,Debit,Remittance to Another Bank,3571.0,26695.2,Household,Morgan Stanley,18037027.0,2017,12,13,2017-12-13,14:01:22,2017-12-13T14:01:22,2017-12-13
718440,T00474209,A00001615,Credit,Collection from Another Bank,6626.0,14152.0,Old Age Pension,Capital One,96091472.0,2017,12,14,2017-12-14,14:10:38,2017-12-14T14:10:38,2017-12-14
719006,T02616265,A00008645,Credit,Credit in Cash,25394.0,53348.9,,,,2017,12,14,2017-12-14,12:10:19,2017-12-14T12:10:19,2017-12-14
719903,T00253221,A00000866,Debit,Cash Withdrawal,1400.0,38430.2,,,,2017,12,15,2017-12-15,13:01:35,2017-12-15T13:01:35,2017-12-15
720144,T02616347,A00008645,Debit,Cash Withdrawal,4320.0,49028.9,,,,2017,12,16,2017-12-16,08:15:08,2017-12-16T08:15:08,2017-12-16
720211,T01424381,A00004852,Debit,Cash Withdrawal,2080.0,28079.3,,,,2017,12,16,2017-12-16,11:60:17,2017-12-16T11:60:17,2017-12-16
721280,T00977667,A00003332,Debit,Cash Withdrawal,2300.0,39668.0,,,,2017,12,19,2017-12-19,11:02:52,2017-12-19T11:02:52,2017-12-19
721313,T00435483,A00001479,Debit,Cash Withdrawal,1900.0,16353.7,,,,2017,12,19,2017-12-19,14:36:27,2017-12-19T14:36:27,2017-12-19
721613,T00977724,A00003332,Debit,Cash Withdrawal,5000.0,34668.0,,,,2017,12,20,2017-12-20,11:37:14,2017-12-20T11:37:14,2017-12-20
721649,T00358127,A00001216,Debit,Cash Withdrawal,300.0,25391.2,,,,2017,12,20,2017-12-20,12:13:19,2017-12-20T12:13:19,2017-12-20
721744,T02616386,A00008645,Debit,Cash Withdrawal,10900.0,38128.9,,,,2017,12,20,2017-12-20,14:43:60,2017-12-20T14:43:60,2017-12-20
